CustomerKey|SourceSystemKey|CustomerName|City|State|CustPricingClass|CustTradeClass|RestorationRefineryCust
19512|1|Customer 19512|Newfoundland|NJ|88E1 ALL OTHERS HM|CREDIT CARD CUSTOMERS NO TRADE|N
19527|1|Customer 19527|Lansing|MI|88B4 ALL OTHERS MW|BUILDING MAINTENANCE|N
19529|1|Customer 19529|Clio|MI|05B2 GENERAL CONTRACTOR MW|GENERAL CONTRACTOR|N
19533|1|Customer 19533|Flint|MI|22B5 MECHANICAL MW|HVAC & SHEET METAL|N
19536|1|Customer 19536|Carollton|MI|22B1 MECHANICAL MW|MECHANICAL|N
19556|1|Customer 19556|Washington|DC|05A1 GENERAL CONTRACTOR NE|GENERAL CONTRACTOR|N
19560|1|Customer 19560|Harrison Twp|MI|88B3 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
19575|1|Customer 19575|Hemlock|MI|88B1 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
19578|1|Customer 19578|Highland|MI|88B1 ALL OTHERS MW|OUT OF BUSINESS|N
19599|1|Customer 19599|Chesterfield Tw|MI|88B1 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
19602|1|Customer 19602|Clarkston|MI|88B1 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
19608|1|Customer 19608|Holly|MI|88B3 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
16883|1|Customer 16883|Duncannon|PA|88A1 ALL OTHERS NE|PARTITION & DRYWALL|N
16885|1|Customer 16885|Dover|PA|40A1 CONCRETE NE|CONCRETE|N
16886|1|Customer 16886|Dover|PA|88A2 ALL OTHERS NE|OTHER|N
16888|1|Customer 16888|Lyons|NY|88A1 ALL OTHERS NE|OTHER|N
16890|1|Customer 16890|Macedon|NY|88A1 ALL OTHERS NE|GROUNDS MAINT./LANDSCAPING|N
16891|1|Customer 16891|Macedon|NY|88A1 ALL OTHERS NE|GOVERNMENT/MUNICIPAL/UTILITY|N
16893|1|Customer 16893|Macedon|NY|88A1 ALL OTHERS NE|PLUMBING|N
16907|1|Customer 16907|Mokena|IL|88B2 ALL OTHERS MW|WHOLESALE ACCOUNTS|N
16909|1|Customer 16909|Chicago|IL|88B1 ALL OTHERS MW|WHOLESALE ACCOUNTS|N
16910|1|Customer 16910|Elgin|IL|02B1 ELECTRICAL MW|ELECTRICAL|N
16912|1|Customer 16912|Alsip|IL|02B1 ELECTRICAL MW|ELECTRICAL|N
16914|1|Customer 16914|Palos Hills|IL|88B1 ALL OTHERS MW|GOVERNMENT/MUNICIPAL/UTILITY|N
16915|1|Customer 16915|Waukesha|WI|88B5 ALL OTHERS MW|WHOLESALE ACCOUNTS|N
16917|1|Customer 16917|Alsip|IL|05B2 GENERAL CONTRACTOR MW|GENERAL CONTRACTOR|N
7319|1|Customer 7319|Lombard|IL|88B1 ALL OTHERS MW|ASBESTOS ABATE /WASTE REMOVAL|N
7322|1|Customer 7322|Orange|CT|88E1 ALL OTHERS HM|CASH SALE/CREDIT CARD|N
7324|1|Customer 7324|NULL|NULL|88B1 ALL OTHERS MW|CASH SALE/CREDIT CARD|N
7339|1|Customer 7339|Smyrna|GA|88C1 ALL OTHERS SE|STEEL ERECTION / WELDING|N
14050|1|Customer 14050|St Louis|MO|88B3 ALL OTHERS MW|FIRE PROTECTION|N
14051|1|Customer 14051|St Louis|MO|22B4 MECHANICAL MW|MECHANICAL|N
14052|1|Customer 14052|St Louis|MO|02B5 ELECTRICAL MW|ELECTRICAL|N
14053|1|Customer 14053|Earth City|MO|22B4 MECHANICAL MW|MECHANICAL|N
14054|1|Customer 14054|St Charles|MO|02B1 ELECTRICAL MW|TELECOM/DATA|N
14427|1|Customer 14427|Owego|NY|88A1 ALL OTHERS NE|OTHER|N
14429|1|Customer 14429|Rochester|NY|88A3 ALL OTHERS NE|OTHER|N
14433|1|Customer 14433|Orient|OH|88B2 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
14436|1|Customer 14436|Columbus|OH|88B1 ALL OTHERS MW|OTHER|N
14438|1|Customer 14438|Columbus|OH|88B1 ALL OTHERS MW|STEEL ERECTION / WELDING|N
11542|1|Customer 11542|New York|NY|05E5 GENERAL CONTRACTOR HM|GENERAL CONTRACTOR|N
11546|1|Customer 11546|Avon|MA|22E5 MECHANICAL HM|MECHANICAL|N
11548|1|Customer 11548|Saginaw|MI|88B1 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
11549|1|Customer 11549|Saginaw|MI|88B1 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
11550|1|Customer 11550|Saginaw|MI|88B1 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
11553|1|Customer 11553|Sanford|MI|88B1 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
11554|1|Customer 11554|Saugatuck|MI|05B1 GENERAL CONTRACTOR MW|GENERAL CONTRACTOR|N
15551|1|Customer 15551|Newark|OH|05B1 GENERAL CONTRACTOR MW|GENERAL CONTRACTOR|N
15554|1|Customer 15554|Cincinnati|OH|02B4 ELECTRICAL MW|ELECTRICAL|N
15071|1|Customer 15071|Naples|FL|88C1 ALL OTHERS SE|GROUNDS MAINT./LANDSCAPING|N
15072|1|Customer 15072|Naples|FL|88C1 ALL OTHERS SE|GLAZIER/GLASS COMPANY|N
15073|1|Customer 15073|Naples|FL|02C2 ELECTRICAL SE|ELECTRICAL|N
21070|1|Customer 21070|Wayne|NJ|88E1 ALL OTHERS HM|FOUNDATIONS/SITE WORK|N
21083|1|Customer 21083|St Clair|MI|88B1 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
21084|1|Customer 21084|Standish|MI|88B1 ALL OTHERS MW|BUILDING MAINTENANCE|N
21089|1|Customer 21089|Traverse City|MI|05B2 GENERAL CONTRACTOR MW|GENERAL CONTRACTOR|N
8723|1|Customer 8723|Chambersburg|PA|05A1 GENERAL CONTRACTOR NE|GENERAL CONTRACTOR|N
8730|1|Customer 8730|Zellwood|FL|88C1 ALL OTHERS SE|CARPENTRY/WOODWORKING/DRYWALL|N
32591|1|Customer 32591|Spring Grove|PA|88A1 ALL OTHERS NE|CREDIT CARD CUSTOMERS NO TRADE|N
32593|1|Customer 32593|Weymouth|MA|88E1 ALL OTHERS HM|CREDIT CARD CUSTOMERS NO TRADE|N
32596|1|Customer 32596|NULL|NULL|88C1 ALL OTHERS SE|GENERAL CONTRACTOR|N
17847|1|Customer 17847|Dumfries|VA|22A2 MECHANICAL NE|MECHANICAL|N
17848|1|Customer 17848|Baltimore|MD|88A1 ALL OTHERS NE|HVAC & SHEET METAL|N
17852|1|Customer 17852|Washington|DC|88A1 ALL OTHERS NE|WHOLESALE ACCOUNTS|N
18271|1|Customer 18271|Rockville|MD|22A5 MECHANICAL NE|MECHANICAL|N
18274|1|Customer 18274|Flushing|MI|02B2 ELECTRICAL MW|ELECTRICAL|N
18278|1|Customer 18278|North Abington|MA|88E1 ALL OTHERS HM|HVAC & SHEET METAL|N
18280|1|Customer 18280|Middleboro|MA|22E1 MECHANICAL HM|MECHANICAL|N
17655|1|Customer 17655|Tamarac|FL|88C3 ALL OTHERS SE|FLOORING/TILE CUSTOMERS|N
20333|1|Customer 20333|Fort Myers|FL|88C2 ALL OTHERS SE|INDUSTRIAL/MANUFACTURING|N
20360|1|Customer 20360|Rochester Hills|MI|88B2 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
20363|1|Customer 20363|Berkley|MI|88B5 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
20164|1|Customer 20164|Fort Myers|FL|88C4 ALL OTHERS SE|OTHER|N
20167|1|Customer 20167|Fort Myers|FL|88C1 ALL OTHERS SE|CASH SALE/CREDIT CARD|N
20169|1|Customer 20169|Cape Coral|FL|88C1 ALL OTHERS SE|FLOORING/TILE CUSTOMERS|N
19275|1|Customer 19275|Lowell|MI|88B1 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
19282|1|Customer 19282|Bonita Springs|FL|05C1 GENERAL CONTRACTOR SE|GENERAL CONTRACTOR|N
20999|1|Customer 20999|Rochester|NY|88A1 ALL OTHERS NE|STEEL ERECTION / WELDING|N
21000|1|Customer 21000|Rochester|NY|88A1 ALL OTHERS NE|OTHER|N
21001|1|Customer 21001|Rochester|NY|88A1 ALL OTHERS NE|FLOORING/TILE CUSTOMERS|N
21003|1|Customer 21003|Rochester|NY|88A1 ALL OTHERS NE|WHOLESALE ACCOUNTS|N
21004|1|Customer 21004|Rochester|NY|88A1 ALL OTHERS NE|OTHER|N
21005|1|Customer 21005|Rochester|NY|88A1 ALL OTHERS NE|BUILDING MAINTENANCE|N
4195|1|Customer 4195|West Chicago|IL|88B1 ALL OTHERS MW|WHOLESALE ACCOUNTS|N
4200|1|Customer 4200|Glenside|PA|05A5 GENERAL CONTRACTOR NE|GENERAL CONTRACTOR|N
4202|1|Customer 4202|Newtown|PA|05E3 GENERAL CONTRACTOR HM|GENERAL CONTRACTOR|N
19688|1|Customer 19688|Boston|MA|88E1 ALL OTHERS HM|MASONRY/RESTORATION|N
19690|1|Customer 19690|Lansing|MI|02B1 ELECTRICAL MW|ELECTRICAL|N
19692|1|Customer 19692|Lansing|MI|02B1 ELECTRICAL MW|ELECTRICAL|N
7733|1|Customer 7733|Apoka|FL|88C3 ALL OTHERS SE|PLUMBING|N
7734|1|Customer 7734|Winter Park|FL|05C5 GENERAL CONTRACTOR SE|GENERAL CONTRACTOR|N
7737|1|Customer 7737|Clearwater|FL|22C5 MECHANICAL SE|FIRE PROTECTION|N
7738|1|Customer 7738|Largo|FL|88C1 ALL OTHERS SE|INDUSTRIAL/MANUFACTURING|N
7739|1|Customer 7739|St. Petersburg|FL|88C6 ALL OTHERS SE|STEEL ERECTION / WELDING|N
7740|1|Customer 7740|St Petersburg|FL|02C5 ELECTRICAL SE|ELECTRICAL|N
7758|1|Customer 7758|Rockville|MD|22A5 MECHANICAL NE|MECHANICAL|N
19749|1|Customer 19749|Troy|MI|02B1 ELECTRICAL MW|ELECTRICAL|N
8748|1|Customer 8748|Orange|CT|88E5 ALL OTHERS HM|CASH SALE/CREDIT CARD|N
8750|1|Customer 8750|Somers|CT|05E1 GENERAL CONTRACTOR HM|GENERAL CONTRACTOR|N
8756|1|Customer 8756|Colmar|PA|88A5 ALL OTHERS NE|ASBESTOS ABATE /WASTE REMOVAL|N
8771|1|Customer 8771|Richfield|PA|22A1 MECHANICAL NE|MECHANICAL|N
8774|1|Customer 8774|Chambersburg|PA|88A1 ALL OTHERS NE|OTHER|N
8775|1|Customer 8775|Harrisburg|PA|88A1 ALL OTHERS NE|WHOLESALE ACCOUNTS|N
8777|1|Customer 8777|Springfield|MA|05E1 GENERAL CONTRACTOR HM|GENERAL CONTRACTOR|N
8780|1|Customer 8780|Norristown|PA|05A3 GENERAL CONTRACTOR NE|GENERAL CONTRACTOR|N
8795|1|Customer 8795|Sarasota|FL|88C4 ALL OTHERS SE|FOUNDATIONS/SITE WORK|N
8804|1|Customer 8804|Coral Springs|FL|88C2 ALL OTHERS SE|PLUMBING|N
8805|1|Customer 8805|Florida City|FL|88C3 ALL OTHERS SE|FOUNDATIONS/SITE WORK|N
8806|1|Customer 8806|Miami|FL|02C1 ELECTRICAL SE|ELECTRICAL|N
8820|1|Customer 8820|Detroit|MI|05B1 GENERAL CONTRACTOR MW|GENERAL CONTRACTOR|N
8822|1|Customer 8822|Muskegon|MI|88B2 ALL OTHERS MW|WHOLESALE ACCOUNTS|N
8828|1|Customer 8828|Saginaw|MI|88B1 ALL OTHERS MW|PARTITION & DRYWALL|N
8847|1|Customer 8847|Orlando|FL|88C1 ALL OTHERS SE|FLOORING/TILE CUSTOMERS|N
8852|1|Customer 8852|Bradenton|FL|88C1 ALL OTHERS SE|CREDIT CARD CUSTOMERS NO TRADE|N
8854|1|Customer 8854|Sarasota|FL|88C1 ALL OTHERS SE|ROOFING CUSTOMERS|N
8867|1|Customer 8867|York Haven|PA|22A5 MECHANICAL NE|MECHANICAL|N
8868|1|Customer 8868|Allentown|PA|05A5 GENERAL CONTRACTOR NE|PARTITION & DRYWALL|N
8869|1|Customer 8869|Shiremanstown|PA|88A3 ALL OTHERS NE|OTHER|N
8870|1|Customer 8870|Reading|PA|02A5 ELECTRICAL NE|ELECTRICAL|N
8871|1|Customer 8871|Hanover|PA|88A4 ALL OTHERS NE|ROOFING CUSTOMERS|N
8872|1|Customer 8872|Harrisburg|PA|88A1 ALL OTHERS NE|HIGHWAY/BRIDGE CUSTOMERS|N
8873|1|Customer 8873|Spring Grove|PA|88A1 ALL OTHERS NE|PARTITION & DRYWALL|N
8875|1|Customer 8875|Carlisle|PA|22A3 MECHANICAL NE|MECHANICAL|N
8876|1|Customer 8876|Lancaster|PA|22A4 MECHANICAL NE|MECHANICAL|N
8877|1|Customer 8877|Orange|CT|88E1 ALL OTHERS HM|OTHER|N
8892|1|Customer 8892|NULL|NULL|88C1 ALL OTHERS SE|OTHER|N
8894|1|Customer 8894|Orlando|FL|88C1 ALL OTHERS SE|OTHER|N
7197|1|Customer 7197|Ellington|CT|88E1 ALL OTHERS HM|ASBESTOS ABATE /WASTE REMOVAL|N
7199|1|Customer 7199|Milford|CT|22E5 MECHANICAL HM|PLUMBING|N
7201|1|Customer 7201|Chicopee|MA|22E5 MECHANICAL HM|MECHANICAL|N
7202|1|Customer 7202|Shelton|CT|88E2 ALL OTHERS HM|INDUSTRIAL/MANUFACTURING|N
7203|1|Customer 7203|Carlisle|PA|88A1 ALL OTHERS NE|OTHER|N
7204|1|Customer 7204|North Billerica|MA|02E1 ELECTRICAL HM|ELECTRICAL|N
7218|1|Customer 7218|Woburn|MA|88E4 ALL OTHERS HM|MASONRY/RESTORATION|N
7220|1|Customer 7220|Dorchester|MA|22E4 MECHANICAL HM|MECHANICAL|N
7221|1|Customer 7221|NULL|NULL|88E1 ALL OTHERS HM|OTHER|N
7223|1|Customer 7223|Pembroke|MA|22E2 MECHANICAL HM|MECHANICAL|N
7228|1|Customer 7228|Jacksonville|FL|88C1 ALL OTHERS SE|OTHER|N
7245|1|Customer 7245|Baltimore|MD|05A3 GENERAL CONTRACTOR NE|GENERAL CONTRACTOR|N
7246|1|Customer 7246|Camp Springs|MD|22A1 MECHANICAL NE|MECHANICAL|N
7248|1|Customer 7248|Jessup|MD|88A2 ALL OTHERS NE|ASBESTOS ABATE /WASTE REMOVAL|N
7250|1|Customer 7250|Capitol Heights|MD|88A1 ALL OTHERS NE|WHOLESALE ACCOUNTS|N
7251|1|Customer 7251|Lanham|MD|02A1 ELECTRICAL NE|ELECTRICAL|N
7252|1|Customer 7252|Bowie|MD|02A5 ELECTRICAL NE|ELECTRICAL|N
7266|1|Customer 7266|Upper Marlboro|MD|02A2 ELECTRICAL NE|ELECTRICAL|N
7267|1|Customer 7267|Quincy|MA|88E1 ALL OTHERS HM|ROOFING CUSTOMERS|N
7269|1|Customer 7269|Ridgefield|NJ|88E1 ALL OTHERS HM|OTHER|N
7270|1|Customer 7270|Bedford|MA|02E2 ELECTRICAL HM|ELECTRICAL|N
7273|1|Customer 7273|Boston|MA|02E5 ELECTRICAL HM|ELECTRICAL|N
7274|1|Customer 7274|Waltham|MA|22E4 MECHANICAL HM|MECHANICAL|N
7276|1|Customer 7276|Boston|MA|05E5 GENERAL CONTRACTOR HM|GENERAL CONTRACTOR|N
7290|1|Customer 7290|Villa Rica|GA|22C1 MECHANICAL SE|MECHANICAL|N
7291|1|Customer 7291|Jacksonville|FL|05C1 GENERAL CONTRACTOR SE|GENERAL CONTRACTOR|N
7292|1|Customer 7292|Kingsland|GA|22C1 MECHANICAL SE|HVAC & SHEET METAL|N
7293|1|Customer 7293|Mableton|GA|88C4 ALL OTHERS SE|PLUMBING|N
7294|1|Customer 7294|Paxinos|PA|88A1 ALL OTHERS NE|GENERAL CONTRACTOR|N
7296|1|Customer 7296|N Kansas City|MO|88B1 ALL OTHERS MW|TELECOM/DATA|N
7297|1|Customer 7297|Mount Airy|NC|88C1 ALL OTHERS SE|INDUSTRIAL/MANUFACTURING|N
7299|1|Customer 7299|Greensboro|NC|88C1 ALL OTHERS SE|INDUSTRIAL/MANUFACTURING|N
7300|1|Customer 7300|Miamisburg|OH|05B1 GENERAL CONTRACTOR MW|GENERAL CONTRACTOR|N
7301|1|Customer 7301|Dayton|OH|88C1 ALL OTHERS SE|WHOLESALE ACCOUNTS|N
7317|1|Customer 7317|Staten Island|NY|88E1 ALL OTHERS HM|GENERAL CONTRACTOR|N
22513|1|Customer 22513|Brighton|MI|40B2 CONCRETE MW|CONCRETE|N
22514|1|Customer 22514|Byron Center|MI|40B1 CONCRETE MW|CONCRETE|N
22515|1|Customer 22515|Caledonia|MI|40B1 CONCRETE MW|CONCRETE|N
22516|1|Customer 22516|Caledonia|MI|40B4 CONCRETE MW|CONCRETE|N
16352|1|Customer 16352|Milwaukee|WI|88B1 ALL OTHERS MW|TELECOM/DATA|N
16353|1|Customer 16353|Crestwood|IL|02B1 ELECTRICAL MW|ELECTRICAL|N
16354|1|Customer 16354|East Chicago|IN|88B1 ALL OTHERS MW|WHOLESALE ACCOUNTS|N
16355|1|Customer 16355|S Chicago Hts|IL|02B1 ELECTRICAL MW|ELECTRICAL|N
16360|1|Customer 16360|Schaumburg|IL|02B1 ELECTRICAL MW|ELECTRICAL|N
21551|1|Customer 21551|Oak Park|MI|88B1 ALL OTHERS MW|OTHER|N
21558|1|Customer 21558|Pinckney|MI|88B1 ALL OTHERS MW|CASH SALE/CREDIT CARD|N
21559|1|Customer 21559|Hemlock|MI|88B1 ALL OTHERS MW|WHOLESALE ACCOUNTS|N
21562|1|Customer 21562|Grand Rapids|MI|88B1 ALL OTHERS MW|FOUNDATIONS/SITE WORK|N
18151|1|Customer 18151|Hollywood|FL|88C1 ALL OTHERS SE|FIRESTOP|N
18159|1|Customer 18159|Concord|MA|05E5 GENERAL CONTRACTOR HM|GENERAL CONTRACTOR|N
18163|1|Customer 18163|Kinnelon|NJ|88E1 ALL OTHERS HM|CREDIT CARD CUSTOMERS NO TRADE|N
17298|1|Customer 17298|Jackson|MI|02B1 ELECTRICAL MW|ELECTRICAL|N
17299|1|Customer 17299|Kentwood|MI|88B1 ALL OTHERS MW|GOVERNMENT/MUNICIPAL/UTILITY|N
17300|1|Customer 17300|Kentwood|MI|88B1 ALL OTHERS MW|GOVERNMENT/MUNICIPAL/UTILITY|N
17303|1|Customer 17303|Anniston|AL|88B1 ALL OTHERS MW|OTHER|N
17304|1|Customer 17304|Hortonville|WI|88B1 ALL OTHERS MW|OTHER|N
17305|1|Customer 17305|Mokena|IL|88B1 ALL OTHERS MW|OTHER|N
17307|1|Customer 17307|Byron Center|MI|22B1 MECHANICAL MW|PLUMBING|N
17308|1|Customer 17308|Byron Center|MI|22B1 MECHANICAL MW|MECHANICAL|N
17309|1|Customer 17309|Byron Center|MI|88B1 ALL OTHERS MW|OTHER|N
17310|1|Customer 17310|Byron Center|MI|88B1 ALL OTHERS MW|PLUMBING|N
16325|1|Customer 16325|Chicago|IL|88B1 ALL OTHERS MW|OTHER|N
16326|1|Customer 16326|Massillon|OH|88B3 ALL OTHERS MW|OTHER|N
16327|1|Customer 16327|Melrose Park|IL|02B1 ELECTRICAL MW|ELECTRICAL|N
16328|1|Customer 16328|Rolling Meadows|IL|02B5 ELECTRICAL MW|ELECTRICAL|N
16329|1|Customer 16329|St Paul|MN|88B1 ALL OTHERS MW|OTHER|N
16331|1|Customer 16331|Ottawa|IL|88B3 ALL OTHERS MW|OTHER|N
16332|1|Customer 16332|Chicago|IL|88B3 ALL OTHERS MW|WHOLESALE ACCOUNTS|N
16333|1|Customer 16333|West Allis|WI|88B2 ALL OTHERS MW|OTHER|N
16334|1|Customer 16334|Coal City|IL|02B1 ELECTRICAL MW|ELECTRICAL|N
16335|1|Customer 16335|Downers Grove|IL|05B1 GENERAL CONTRACTOR MW|GENERAL CONTRACTOR|N
16945|1|Customer 16945|Marne|MI|88B1 ALL OTHERS MW|GLAZIER/GLASS COMPANY|N
16952|1|Customer 16952|Rockford|IL|88B2 ALL OTHERS MW|OTHER|N
16953|1|Customer 16953|Elburn|IL|88B2 ALL OTHERS MW|OTHER|N
16954|1|Customer 16954|Pekin|IL|88B2 ALL OTHERS MW|OTHER|N
21012|1|Customer 21012|Middleville|MI|88B1 ALL OTHERS MW|PARTITION & DRYWALL|N
21013|1|Customer 21013|Shelbyville|MI|88B1 ALL OTHERS MW|OTHER|N
21016|1|Customer 21016|Almont|MI|88B1 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
21021|1|Customer 21021|South Lyon|MI|88B1 ALL OTHERS MW|PARTITION & DRYWALL|N
21036|1|Customer 21036|Allegan|MI|88B1 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
21037|1|Customer 21037|Allegan|MI|88B1 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
21039|1|Customer 21039|Allendale|MI|88B3 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
21044|1|Customer 21044|Alto|MI|88B2 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
21061|1|Customer 21061|Clinton Twp|MI|02B1 ELECTRICAL MW|ELECTRICAL|N
21062|1|Customer 21062|Clinton Twp|MI|02B1 ELECTRICAL MW|ELECTRICAL|N
21063|1|Customer 21063|Clinton Twp|MI|02B1 ELECTRICAL MW|ELECTRICAL|N
21065|1|Customer 21065|Cedar Springs|MI|88B1 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
21066|1|Customer 21066|Cedar Springs|MI|88B1 ALL OTHERS MW|CARPENTRY/WOODWORKING/DRYWALL|N
21067|1|Customer 21067|Bronx|NY|88E4 ALL OTHERS HM|ASBESTOS ABATE /WASTE REMOVAL|N
16931|1|Customer 16931|Clinton Twp|MI|88B1 ALL OTHERS MW|GLAZIER/GLASS COMPANY|N
16932|1|Customer 16932|Comstock Park|MI|88B1 ALL OTHERS MW|GLAZIER/GLASS COMPANY|N
16934|1|Customer 16934|Detroit|MI|88B3 ALL OTHERS MW|GLAZIER/GLASS COMPANY|N
16936|1|Customer 16936|Ferndale|MI|88B1 ALL OTHERS MW|GLAZIER/GLASS COMPANY|N
16938|1|Customer 16938|Grand Rapids|MI|88B1 ALL OTHERS MW|GLAZIER/GLASS COMPANY|N
24068|1|Customer 24068|Cleveland|OH|05B1 GENERAL CONTRACTOR MW|GENERAL CONTRACTOR|N
24070|1|Customer 24070|Cleveland|OH|05B1 GENERAL CONTRACTOR MW|GENERAL CONTRACTOR|N
24071|1|Customer 24071|Cleveland|OH|22B1 MECHANICAL MW|MECHANICAL|N
4587|1|Customer 4587|Jacksonville|FL|88C4 ALL OTHERS SE|PLUMBING|N
28676|1|Customer 28676|Little Ferry|NJ|05E1 GENERAL CONTRACTOR HM|GENERAL CONTRACTOR|N
21802|1|Customer 21802|Miami|FL|88C1 ALL OTHERS SE|WHOLESALE ACCOUNTS|N
21810|1|Customer 21810|River Vale|NJ|88E1 ALL OTHERS HM|OTHER|N
21827|1|Customer 21827|New York|NY|88E1 ALL OTHERS HM|OTHER|N
21830|1|Customer 21830|Scotch Plains|NJ|05E1 GENERAL CONTRACTOR HM|BUILDING MAINTENANCE|N
21836|1|Customer 21836|Hackensack|NJ|88E3 ALL OTHERS HM|TELECOM/DATA|N
21850|1|Customer 21850|Auburn Hills|MI|88B2 ALL OTHERS MW|INDUSTRIAL/MANUFACTURING|N
21853|1|Customer 21853|Bath|MI|05B1 GENERAL CONTRACTOR MW|GENERAL CONTRACTOR|N
21857|1|Customer 21857|Bay City|MI|05B2 GENERAL CONTRACTOR MW|GENERAL CONTRACTOR|N
21873|1|Customer 21873|Baton Rouge|LA|88A3 ALL OTHERS NE|GENERAL CONTRACTOR|N
21879|1|Customer 21879|Boston|MA|88E1 ALL OTHERS HM|OTHER|N
21896|1|Customer 21896|New York|NY|05A5 GENERAL CONTRACTOR NE|GENERAL CONTRACTOR|N
21898|1|Customer 21898|Tewksbury|MA|05A5 GENERAL CONTRACTOR NE|GENERAL CONTRACTOR|N
21899|1|Customer 21899|Brooklyn|NY|05E2 GENERAL CONTRACTOR HM|GENERAL CONTRACTOR|N
21904|1|Customer 21904|Naples|FL|88C2 ALL OTHERS SE|ELEVATORS|N
21920|1|Customer 21920|Saginaw|MI|88B1 ALL OTHERS MW|OTHER|N
21921|1|Customer 21921|Saginaw|MI|88B1 ALL OTHERS MW|GROUNDS MAINT./LANDSCAPING|N
21925|1|Customer 21925|Sterling Hts|MI|88B1 ALL OTHERS MW|OTHER|N
21928|1|Customer 21928|Walled Lake|MI|88B1 ALL OTHERS MW|WHOLESALE ACCOUNTS|N
21944|1|Customer 21944|New York|NY|88E3 ALL OTHERS HM|LOCKSMITH CUSTOMERS|N
21950|1|Customer 21950|Douglaston|NY|05E1 GENERAL CONTRACTOR HM|GENERAL CONTRACTOR|N
21951|1|Customer 21951|Glen Head|NY|40E4 CONCRETE HM|CONCRETE|N
21968|1|Customer 21968|Casco|MI|05B2 GENERAL CONTRACTOR MW|GENERAL CONTRACTOR|N
21972|1|Customer 21972|Grandville|MI|88B1 ALL OTHERS MW|OTHER|N
21977|1|Customer 21977|Berkley|MI|02B2 ELECTRICAL MW|ELECTRICAL|N
21978|1|Customer 21978|Caledonia|MI|88B1 ALL OTHERS MW|FOUNDATIONS/SITE WORK|N
21992|1|Customer 21992|Delray Beach|FL|88C1 ALL OTHERS SE|PLUMBING|N
21993|1|Customer 21993|Sterling Hts|MI|02C5 ELECTRICAL SE|ELECTRICAL|N
21994|1|Customer 21994|Pompano Beach|FL|05C6 GENERAL CONTRACTOR SE|GENERAL CONTRACTOR|N
21995|1|Customer 21995|Miami|FL|05C1 GENERAL CONTRACTOR SE|GENERAL CONTRACTOR|N
21996|1|Customer 21996|Sunrise|FL|88C2 ALL OTHERS SE|HVAC & SHEET METAL|N
10522|1|Customer 10522|Sutton|MA|88E5 ALL OTHERS HM|ASBESTOS ABATE /WASTE REMOVAL|N
10524|1|Customer 10524|Wilmington|MA|88E5 ALL OTHERS HM|FLOORING/TILE CUSTOMERS|N
10530|1|Customer 10530|Milford|CT|88E1 ALL OTHERS HM|HVAC & SHEET METAL|N
10531|1|Customer 10531|South Boston|MA|05E1 GENERAL CONTRACTOR HM|GENERAL CONTRACTOR|N
10532|1|Customer 10532|Larchmont|NY|05E5 GENERAL CONTRACTOR HM|GENERAL CONTRACTOR|N
10533|1|Customer 10533|Essex|MA|40E1 CONCRETE HM|CONCRETE|N
17831|1|Customer 17831|Cliffside Park|NJ|88E1 ALL OTHERS HM|CREDIT CARD CUSTOMERS NO TRADE|N
140973|1|Customer 140973|Palmetto|FL|88C1 ALL OTHERS SE|OTHER|N
140974|1|Customer 140974|NULL|OH|88B1 ALL OTHERS MW|OTHER|N
17002|1|Customer 17002|Orland Park|IL|02B1 ELECTRICAL MW|ELECTRICAL|N
17003|1|Customer 17003|Mokena|IL|88B1 ALL OTHERS MW|OTHER|N
17004|1|Customer 17004|Villa Park|IL|22B3 MECHANICAL MW|MECHANICAL|N
16777|1|Customer 16777|Addison|IL|22B3 MECHANICAL MW|FIRE PROTECTION|N
16778|1|Customer 16778|Muskegon|MI|22B1 MECHANICAL MW|MECHANICAL|N
16780|1|Customer 16780|Harrisburg|PA|88A1 ALL OTHERS NE|OTHER|N
16782|1|Customer 16782|Harrisburg|PA|05A1 GENERAL CONTRACTOR NE|GENERAL CONTRACTOR|N
